project,geo,samplingdate,Region,seroprev_est,seroprev_lo95,seroprev_hi95,sero_denom,miss_denom,ab_target,interpretation,adjust_assay,adjust_pop
CBS,MB,8/20/2021,Western,0.9511,0.9278,0.9744,670,0,S,induced by either,1,1
CBS,MB,9/19/2021,Western,0.9701,0.9509,0.9893,661,0,S,induced by either,1,1
CBS,MB,10/18/2021,Western,0.959,0.938,0.98,651,0,S,induced by either,1,1
CBS,MB,11/18/2021,Western,0.9832,0.9669,0.9996,780,0,S,induced by either,1,1
CBS,MB,12/22/2021,Western,0.9777,0.9647,0.9907,807,0,S,induced by either,1,1
CBS,MB,1/15/2022,Western,0.98,0.9709,0.989,2001,0,S,induced by either,1,1
CBS,MB,2/14/2022,Western,0.9913,0.9835,0.9991,1479,0,S,induced by either,1,1
CBS,MB,3/16/2022,Western,0.9945,0.9869,1,1575,0,S,induced by either,1,1
CBS,MB,4/15/2022,Western,0.9996,0.9937,1,1403,0,S,induced by either,1,1
CBS,MB,5/15/2022,Western,0.99,0.9931,1,1651,0,S,induced by either,1,1
CBS,MB,6/15/2022,Western,1,1,1,1730,0,S,induced by either,1,1
CBS,MB,7/16/2022,Western,1,0.9959,1,1564,0,S,induced by either,1,1
CBS,MB,8/15/2022,Western,1,1,1,1738,0,S,induced by either,1,1
CBS,MB,9/15/2022,Western,1,0.9951,1,1666,0,S,induced by either,1,1
CBS,MB,10/15/2022,Western,1,0.9996,1,1554,0,S,induced by either,1,1
CBS,MB,11/15/2022,Western,1,0.9971,1,912,0,S,induced by either,1,1
CBS,MB,12/15/2022,Western,1,1,1,1581,0,S,induced by either,1,1
CBS,MB,1/15/2023,Western,1,0.9998,1,1436,0,S,induced by either,1,1
CBS,MB,2/14/2023,Western,1,1,1,1470,0,S,induced by either,1,1
CBS,MB,3/15/2023,Western,1,0.9962,1,1344,0,S,induced by either,1,1
CBS,MB,4/15/2023,Western,1,0.9962,1,1395,0,S,induced by either,1,1
CBS,MB,5/15/2023,Western,1,1,1,1413,0,S,induced by either,1,1
CBS,MB,6/15/2023,Western,1,1,1,1431,0,S,induced by either,1,1
CBS,MB,7/15/2023,Western,1,1,1,1375,0,S,induced by either,1,1
CBS,MB,8/15/2023,Western,1,1,1,1374,0,S,induced by either,1,1
CBS,MB,9/15/2023,Western,1,1,1,1540,0,S,induced by either,1,1
CBS,MB,10/15/2023,Western,1,1,1,1502,0,S,induced by either,1,1
CBS,MB,11/15/2023,Western,1,1,1,1870,0,S,induced by either,1,1
CBS,MB,12/15/2023,Western,1,1,1,1880,0,S,induced by either,1,1
CCAHS,MB,2/1/2021,Western,0.024,0.012,0.036,319,1,N,infection-induced,NA,NA
CCAHS,MB,4/24/2022,Western,0.5307,0.4829,0.5784,424,0,N,infection-induced,NA,NA
CCAHS,MB,6/3/2022,Western,0.5513,0.5019,0.6006,411,0,N,infection-induced,NA,NA
CCAHS,MB,6/28/2022,Western,0.5346,0.4815,0.5877,432,0,N,infection-induced,NA,NA
CCAHS,MB,2/1/2021,Western,0.031,0.018,0.045,633,1,S,induced by either,NA,NA
CNPTH,MB,7/15/2021,Western,0.031,NA,NA,128,0,N,infection-induced,0,0
CNPTH,MB,8/15/2021,Western,0.028,NA,NA,212,0,N,infection-induced,0,0
CNPTH,MB,9/15/2021,Western,0,NA,NA,258,0,N,infection-induced,0,0
CNPTH,MB,10/15/2021,Western,0,NA,NA,64,0,N,infection-induced,0,0
CNPTH,MB,2/15/2022,Western,0.171,NA,NA,299,0,N,infection-induced,0,0
CNPTH,MB,3/15/2022,Western,0.311,NA,NA,74,0,N,infection-induced,0,0
CNPTH,MB,4/15/2022,Western,0.304,NA,NA,184,0,N,infection-induced,0,0
CNPTH,MB,6/1/2022,Western,0.2857,NA,NA,49,0,N,infection-induced,0,0
CNPTH,MB,8/1/2022,Western,0.315789474,NA,NA,95,0,N,infection-induced,0,0
CNPTH,MB,9/15/2022,Western,0.378,NA,NA,164,0,N,infection-induced,0,0
CNPTH,MB,7/15/2021,Western,0.969,NA,NA,128,0,S,induced by either,0,0
CNPTH,MB,8/15/2021,Western,0.948,NA,NA,212,0,S,induced by either,0,0
CNPTH,MB,9/15/2021,Western,0.977,NA,NA,258,0,S,induced by either,0,0
CNPTH,MB,10/15/2021,Western,0.969,NA,NA,64,0,S,induced by either,0,0
CNPTH,MB,2/15/2022,Western,0.987,NA,NA,299,0,S,induced by either,0,0
CNPTH,MB,3/15/2022,Western,1,NA,NA,74,0,S,induced by either,0,0
CNPTH,MB,4/15/2022,Western,1,NA,NA,184,0,S,induced by either,0,0
CNPTH,MB,5/15/2022,Western,1,NA,NA,45,0,S,induced by either,0,0
CNPTH,MB,6/15/2022,Western,1,NA,NA,4,0,S,induced by either,0,0
CNPTH,MB,7/15/2022,Western,1,NA,NA,2,0,S,induced by either,0,0
CNPTH,MB,8/15/2022,Western,0.989,NA,NA,93,0,S,induced by either,0,0
CNPTH,MB,9/15/2022,Western,1,NA,NA,164,0,S,induced by either,0,0
MBCS,MB,4/30/2020,Western,0.0090113,0.00387025,0.016155158,1593,0,N,infection-induced,1,1
MBCS,MB,9/15/2020,Western,0.01585834,0.00718322,0.02841909,1038,0,N,infection-induced,1,1
MBCS,MB,10/15/2020,Western,0.02310689,0.01278016,0.037240187,941,0,N,infection-induced,1,1
MBCS,MB,1/15/2021,Western,0.08621626,0.06685552,0.108823421,926,0,N,infection-induced,1,1
MBCS,MB,2/15/2021,Western,0.09694322,0.0762771,0.120842312,920,0,N,infection-induced,1,1
MBCS,MB,4/15/2021,Western,0.09015712,0.07026652,0.113304807,918,0,N,infection-induced,1,1
MBCS,MB,5/15/2021,Western,0.09385989,0.07424448,0.116484421,929,0,N,infection-induced,1,1
MBCS,MB,6/15/2021,Western,0.08685901,0.06794009,0.108839554,935,0,N,infection-induced,1,1
MBCS,MB,7/15/2021,Western,0.10103138,0.08080995,0.124185639,961,0,N,infection-induced,1,1
MBCS,MB,10/15/2021,Western,0.08974174,0.07098064,0.111392941,942,0,N,infection-induced,1,1
MBCS,MB,11/15/2021,Western,0.08426925,0.06572436,0.10585727,951,0,N,infection-induced,1,1
MBCS,MB,12/15/2021,Western,0.08430211,0.06458377,0.107491374,912,0,N,infection-induced,1,1
MBCS,MB,1/15/2022,Western,0.21902157,0.19027857,0.249938258,931,0,N,infection-induced,1,1
MBCS,MB,2/15/2022,Western,0.38409022,0.34915547,0.420049415,921,0,N,infection-induced,1,1
MBCS,MB,3/15/2022,Western,0.3615321,0.32781234,0.396391457,945,0,N,infection-induced,1,1
MBCS,MB,4/15/2022,Western,0.44231159,0.40621961,0.479014866,947,0,N,infection-induced,1,1
MBCS,MB,5/15/2022,Western,0.46109809,0.42484482,0.497825677,923,0,N,infection-induced,1,1
MBCS,MB,6/15/2022,Western,0.45102629,0.41571169,0.486862717,965,0,N,infection-induced,1,1
MBCS,MB,1/1/2022,Western,0.9137,0.8881,0.9364,265,1,S,induced by either,1,1
MBCS,MB,2/1/2022,Western,0.9409,0.9164,0.9622,208,1,S,induced by either,1,1
MBCS,MB,3/1/2022,Western,0.9374,0.9131,0.9585,223,1,S,induced by either,1,1
MBCS,MB,4/1/2022,Western,0.9693,0.9485,0.9868,159,1,S,induced by either,1,1
MBCS,MB,5/1/2022,Western,0.9821,0.9635,0.9975,119,1,S,induced by either,1,1
MBCS,MB,6/1/2022,Western,0.9889,0.9722,1.0028,92,1,S,induced by either,1,1
ANTE,NB,11/25/2020,Atlantic,0.0091,NA,NA,200,1,N,infection-induced,NA,1
CBS,NB,6/14/2020,Atlantic,0.0023,0,0.0049,2595,0,N,infection-induced,1,1
CBS,NB,10/21/2020,Atlantic,0.0017,0,0.0066,994,0,N,infection-induced,1,1
CBS,NB,11/16/2020,Atlantic,0.0049,0,0.012,988,0,N,infection-induced,1,1
CBS,NB,12/16/2020,Atlantic,0.0078,0,0.0161,482,0,N,infection-induced,1,1
CBS,NB,1/14/2021,Atlantic,0.0018,0,0.0058,1080,0,N,infection-induced,1,1
CBS,NB,3/6/2021,Atlantic,0,0,0.003,556,0,N,infection-induced,1,1
CBS,NB,4/21/2021,Atlantic,0,0,0.0022,559,0,N,infection-induced,1,1
CBS,NB,5/28/2021,Atlantic,0,0,0,526,0,N,infection-induced,1,1
CBS,NB,6/21/2021,Atlantic,0,0,0.0039,638,0,N,infection-induced,1,1
CBS,NB,7/18/2021,Atlantic,0.006,0,0.0173,427,0,N,infection-induced,1,1
CBS,NB,8/20/2021,Atlantic,9.00E-04,0,0.0075,455,0,N,infection-induced,1,1
CBS,NB,9/19/2021,Atlantic,0.0077,0,0.0194,309,0,N,infection-induced,1,1
CBS,NB,10/18/2021,Atlantic,0.0063,0,0.0171,370,0,N,infection-induced,1,1
CBS,NB,11/18/2021,Atlantic,0.017,1.00E-04,0.034,374,0,N,infection-induced,1,1
CBS,NB,12/22/2021,Atlantic,0.0045,0,0.0122,185,0,N,infection-induced,1,1
CBS,NB,1/4/2022,Atlantic,0.0092,0,0.0223,333,0,N,infection-induced,1,1
CBS,NB,1/12/2022,Atlantic,0.0159,0,0.034,275,0,N,infection-induced,1,1
CBS,NB,1/20/2022,Atlantic,0.0173,0.0041,0.0305,347,0,N,infection-induced,1,1
CBS,NB,1/28/2022,Atlantic,0.0509,0.0275,0.0743,272,0,N,infection-induced,1,1
CBS,NB,2/4/2022,Atlantic,0.0666,0.0222,0.1109,156,0,N,infection-induced,1,1
CBS,NB,2/11/2022,Atlantic,0.1148,0.073,0.1566,300,0,N,infection-induced,1,1
CBS,NB,2/18/2022,Atlantic,0.1112,0.0693,0.1532,214,0,N,infection-induced,1,1
CBS,NB,2/25/2022,Atlantic,0.0808,0.0407,0.121,174,0,N,infection-induced,1,1
CBS,NB,3/4/2022,Atlantic,0.1514,0.0946,0.2081,217,0,N,infection-induced,1,1
CBS,NB,3/11/2022,Atlantic,0.1362,0.0918,0.1805,330,0,N,infection-induced,1,1
CBS,NB,3/19/2022,Atlantic,0.1318,0.0778,0.4129,181,0,N,infection-induced,1,1
CBS,NB,3/27/2022,Atlantic,0.2085,0.1342,0.2828,181,0,N,infection-induced,1,1
CBS,NB,4/4/2022,Atlantic,0.3615,0.2963,0.4267,125,0,N,infection-induced,1,1
CBS,NB,4/11/2022,Atlantic,0.266,0.1985,0.3352,99,0,N,infection-induced,1,1
CBS,NB,4/20/2022,Atlantic,0.3444,0.2719,0.4169,151,0,N,infection-induced,1,1
CBS,NB,4/27/2022,Atlantic,0.3694,0.3209,0.4178,350,0,N,infection-induced,1,1
CBS,NB,5/4/2022,Atlantic,0.4108,0.346,0.4755,422,0,N,infection-induced,1,1
CBS,NB,5/11/2022,Atlantic,0.3745,0.3102,0.4389,418,0,N,infection-induced,1,1
CBS,NB,5/20/2022,Atlantic,0.4415,0.3723,0.5107,311,0,N,infection-induced,1,1
CBS,NB,5/28/2022,Atlantic,0.4875,0.4049,0.5701,210,0,N,infection-induced,1,1
CBS,NB,6/4/2022,Atlantic,0.4481,0.3823,0.5138,181,0,N,infection-induced,1,1
CBS,NB,6/11/2022,Atlantic,0.4661,0.4145,0.5178,332,0,N,infection-induced,1,1
CBS,NB,6/20/2022,Atlantic,0.3785,0.3173,0.4396,239,0,N,infection-induced,1,1
CBS,NB,6/27/2022,Atlantic,0.5121,0.4109,0.6133,88,0,N,infection-induced,1,1
CBS,NB,7/4/2022,Atlantic,0.4701,0.418,0.5221,357,0,N,infection-induced,1,1
CBS,NB,7/12/2022,Atlantic,0.48,0.3632,0.5494,202,0,N,infection-induced,1,1
CBS,NB,7/20/2022,Atlantic,0.4259,0.4594,0.5921,203,0,N,infection-induced,1,1
CBS,NB,7/28/2022,Atlantic,0.5268,0.4375,0.6161,112,0,N,infection-induced,1,1
CBS,NB,8/4/2022,Atlantic,0.55,0.4851,0.6147,240,0,N,infection-induced,1,1
CBS,NB,8/12/2022,Atlantic,0.5627,0.5112,0.6142,392,0,N,infection-induced,1,1
CBS,NB,8/20/2022,Atlantic,0.5813,0.5031,0.6596,240,0,N,infection-induced,1,1
CBS,NB,8/28/2022,Atlantic,0.5864,0.5277,0.6451,297,0,N,infection-induced,1,1
CBS,NB,9/4/2022,Atlantic,0.6794,0.6189,0.7399,292,0,N,infection-induced,1,1
CBS,NB,9/11/2022,Atlantic,0.5691,0.4988,0.6395,255,0,N,infection-induced,1,1
CBS,NB,9/20/2022,Atlantic,0.6547,0.5878,0.7215,216,0,N,infection-induced,1,1
CBS,NB,9/27/2022,Atlantic,0.6307,0.541,0.685,199,0,N,infection-induced,1,1
CBS,NB,10/4/2022,Atlantic,0.6085,0.5414,0.6755,227,0,N,infection-induced,1,1
CBS,NB,10/11/2022,Atlantic,0.5994,0.5368,0.6621,238,0,N,infection-induced,1,1
CBS,NB,10/20/2022,Atlantic,0.7288,0.677,0.7806,241,0,N,infection-induced,1,1
CBS,NB,10/28/2022,Atlantic,0.6486,0.6372,0.7429,80,0,N,infection-induced,1,1
CBS,NB,11/4/2022,Atlantic,0.7042,0.6476,0.7607,211,0,N,infection-induced,1,1
CBS,NB,11/11/2022,Atlantic,0.6995,0.6556,0.7434,501,0,N,infection-induced,1,1
CBS,NB,11/20/2022,Atlantic,0.6255,0.5604,0.6927,215,0,N,infection-induced,1,1
CBS,NB,11/27/2022,Atlantic,0.6516,0.5912,0.712,252,0,N,infection-induced,1,1
CBS,NB,12/4/2022,Atlantic,0.7763,0.686,0.8665,86,0,N,infection-induced,1,1
CBS,NB,12/11/2022,Atlantic,0.6217,0.5417,0.7016,146,0,N,infection-induced,1,1
CBS,NB,12/20/2022,Atlantic,0.7499,0.71,0.7898,308,0,N,infection-induced,1,1
CBS,NB,12/27/2022,Atlantic,0.8501,0.7472,0.983,31,0,N,infection-induced,1,1
CBS,NB,1/4/2023,Atlantic,0.8015,0.7496,0.8534,268,0,N,infection-induced,1,1
CBS,NB,1/11/2023,Atlantic,0.7682,0.705,0.8313,216,0,N,infection-induced,1,1
CBS,NB,1/20/2023,Atlantic,0.7502,0.6903,0.8102,206,0,N,infection-induced,1,1
CBS,NB,1/27/2023,Atlantic,0.8155,0.7779,0.8105,153,0,N,infection-induced,1,1
CBS,NB,2/4/2023,Atlantic,0.7746,0.7103,0.8347,258,0,N,infection-induced,1,1
CBS,NB,2/11/2023,Atlantic,0.7833,0.7542,0.8518,377,0,N,infection-induced,1,1
CBS,NB,2/18/2023,Atlantic,0.7489,0.699,0.7987,432,0,N,infection-induced,1,1
CBS,NB,2/25/2023,Atlantic,0.7669,0.7059,0.8278,277,0,N,infection-induced,1,1
CBS,NB,3/4/2023,Atlantic,0.6515,0.5837,0.7193,70,0,N,infection-induced,1,1
CBS,NB,3/11/2023,Atlantic,0.8096,0.7417,0.8774,103,0,N,infection-induced,1,1
CBS,NB,3/18/2023,Atlantic,0.8488,0.7988,0.8989,185,0,N,infection-induced,1,1
CBS,NB,3/26/2023,Atlantic,0.7698,0.7275,0.8121,389,0,N,infection-induced,1,1
CBS,NB,4/4/2023,Atlantic,0.8022,0.7411,0.8632,231,0,N,infection-induced,1,1
CBS,NB,4/11/2023,Atlantic,0.7596,0.6908,0.8284,196,0,N,infection-induced,1,1
CBS,NB,4/18/2023,Atlantic,0.8041,0.7507,0.8574,245,0,N,infection-induced,1,1
CBS,NB,4/26/2023,Atlantic,0.8461,0.8073,0.8848,363,0,N,infection-induced,1,1
CBS,NB,5/4/2023,Atlantic,0.7535,0.6933,0.8137,183,0,N,infection-induced,1,1
CBS,NB,5/11/2023,Atlantic,0.8162,0.7664,0.0859,221,0,N,infection-induced,1,1
CBS,NB,5/18/2023,Atlantic,0.8165,0.7524,0.8805,134,0,N,infection-induced,1,1
CBS,NB,5/27/2023,Atlantic,0.7816,0.7337,0.8294,299,0,N,infection-induced,1,1
CBS,NB,6/4/2023,Atlantic,0.8053,0.7013,0.9092,34,0,N,infection-induced,1,1
CBS,NB,6/11/2023,Atlantic,0.8012,0.748,0.8545,131,0,N,infection-induced,1,1
CBS,NB,6/18/2023,Atlantic,0.8032,0.7569,0.8469,189,0,N,infection-induced,1,1
CBS,NB,6/27/2023,Atlantic,0.7742,0.7256,0.8228,177,0,N,infection-induced,1,1
CBS,NB,7/4/2023,Atlantic,0.7692,0.7161,0.8222,196,0,N,infection-induced,1,1
CBS,NB,7/11/2023,Atlantic,0.7122,0.6228,0.8017,73,0,N,infection-induced,1,1
CBS,NB,7/18/2023,Atlantic,0.8056,0.7672,0.844,318,0,N,infection-induced,1,1
CBS,NB,7/27/2023,Atlantic,0.699,0.6124,0.7856,83,0,N,infection-induced,1,1
CBS,NB,8/4/2023,Atlantic,0.7866,0.7336,0.8396,157,0,N,infection-induced,1,1
CBS,NB,8/11/2023,Atlantic,0.7865,0.7388,0.8342,202,0,N,infection-induced,1,1
CBS,NB,8/18/2023,Atlantic,0.8804,0.8139,0.947,64,0,N,infection-induced,1,1
CBS,NB,8/27/2023,Atlantic,0.785,0.7365,0.8336,217,0,N,infection-induced,1,1
CBS,NB,9/4/2023,Atlantic,0.7612,0.6904,0.8319,176,0,N,infection-induced,1,1
CBS,NB,9/11/2023,Atlantic,0.7981,0.7531,0.843,369,0,N,infection-induced,1,1
CBS,NB,9/18/2023,Atlantic,0.8336,0.7848,0.8824,275,0,N,infection-induced,1,1
CBS,NB,9/27/2023,Atlantic,0.7745,0.7119,0.8371,209,0,N,infection-induced,1,1
CBS,NB,10/4/2023,Atlantic,0.65,0.52,0.79,37,0,N,infection-induced,1,1
CBS,NB,10/11/2023,Atlantic,0.8314,0.7892,0.8737,230,0,N,infection-induced,1,1
CBS,NB,10/18/2023,Atlantic,0.85,0.8,0.9,129,0,N,infection-induced,1,1
CBS,NB,10/27/2023,Atlantic,0.84,0.8,0.88,234,0,N,infection-induced,1,1
CBS,NB,11/4/2023,Atlantic,0.7885,0.7367,0.8403,265,0,N,infection-induced,1,1
CBS,NB,11/11/2023,Atlantic,0.8047,0.7487,0.8606,226,0,N,infection-induced,1,1
CBS,NB,11/18/2023,Atlantic,0.8348,0.7846,0.885,230,0,N,infection-induced,1,1
CBS,NB,11/27/2023,Atlantic,0.8171,0.7681,0.8661,262,0,N,infection-induced,1,1
CBS,NB,12/4/2023,Atlantic,0.8386,0.7922,0.8849,203,0,N,infection-induced,1,1
CBS,NB,12/11/2023,Atlantic,0.7744,0.7033,0.8454,109,0,N,infection-induced,1,1
CBS,NB,12/18/2023,Atlantic,0.7953,0.743,0.8475,190,0,N,infection-induced,1,1
CBS,NB,12/27/2023,Atlantic,0.8474,0.8043,0.8906,217,0,N,infection-induced,1,1
CBS,NB,1/14/2021,Atlantic,0.008,9.00E-04,0.0152,1080,0,S,induced by either,1,1
CBS,NB,3/6/2021,Atlantic,0.048,0.0276,0.0683,556,0,S,induced by either,1,1
CBS,NB,4/21/2021,Atlantic,0.2088,0.172,0.2457,559,0,S,induced by either,1,1
CBS,NB,5/28/2021,Atlantic,0.5132,0.4674,0.559,526,0,S,induced by either,1,1
CBS,NB,6/21/2021,Atlantic,0.9115,0.884,0.9391,638,0,S,induced by either,1,1
CBS,NB,7/18/2021,Atlantic,0.948,0.917,0.9791,427,0,S,induced by either,1,1
CBS,NB,8/20/2021,Atlantic,0.9828,0.9619,1,455,0,S,induced by either,1,1
CBS,NB,9/19/2021,Atlantic,0.9757,0.9531,0.9983,309,0,S,induced by either,1,1
CBS,NB,10/18/2021,Atlantic,1,0.9901,1,7397,0,S,induced by either,1,1
CBS,NB,11/18/2021,Atlantic,0.9965,0.9813,1,6989,0,S,induced by either,1,1
CBS,NB,12/22/2021,Atlantic,0.9949,0.9825,1,185,0,S,induced by either,1,1
CBS,NB,1/15/2022,Atlantic,0.9913,0.9819,1,1192,0,S,induced by either,1,1
CBS,NB,2/14/2022,Atlantic,1,1,1,797,0,S,induced by either,1,1
CBS,NB,3/16/2022,Atlantic,0.9978,0.9892,1,851,0,S,induced by either,1,1
CBS,NB,4/15/2022,Atlantic,1,0.9945,1,710,0,S,induced by either,1,1
CBS,NB,5/15/2022,Atlantic,1,0.9961,1,1305,0,S,induced by either,1,1
CBS,NB,6/15/2022,Atlantic,1,0.9967,1,804,0,S,induced by either,1,1
CBS,NB,7/16/2022,Atlantic,1,0.9975,1,856,0,S,induced by either,1,1
CBS,NB,8/15/2022,Atlantic,1,0.9964,1,1060,0,S,induced by either,1,1
CBS,NB,9/15/2022,Atlantic,1,1,1,966,0,S,induced by either,1,1
CBS,NB,10/15/2022,Atlantic,1,1,1,740,0,S,induced by either,1,1
CBS,NB,11/15/2022,Atlantic,1,1,1,352,0,S,induced by either,1,1
CBS,NB,12/15/2022,Atlantic,1,1,1,1776,0,S,induced by either,1,1
CBS,NB,1/15/2023,Atlantic,1,1,1,1569,0,S,induced by either,1,1
CBS,NB,2/14/2023,Atlantic,1,0.9995,1,1300,0,S,induced by either,1,1
CBS,NB,3/15/2023,Atlantic,1,1,1,747,0,S,induced by either,1,1
CBS,NB,4/15/2023,Atlantic,1,1,1,1035,0,S,induced by either,1,1
CBS,NB,5/15/2023,Atlantic,1,1,1,1663,0,S,induced by either,1,1
CBS,NB,6/15/2023,Atlantic,1,1,1,1543,0,S,induced by either,1,1
CBS,NB,7/15/2023,Atlantic,1,1,1,1766,0,S,induced by either,1,1
CBS,NB,8/15/2023,Atlantic,1,1,1,1641,0,S,induced by either,1,1
CBS,NB,9/15/2023,Atlantic,1,1,1,1017,0,S,induced by either,1,1
CBS,NB,10/15/2023,Atlantic,1,1,1,630,0,S,induced by either,1,1
CBS,NB,11/15/2023,Atlantic,1,1,1,983,0,S,induced by either,1,1
CBS,NB,12/15/2023,Atlantic,1,1,1,719,0,S,induced by either,1,1
CCAHS,NB,4/24/2022,Atlantic,0.5143,0.4623,0.5664,437,0,N,infection-induced,NA,NA
CCAHS,NB,6/3/2022,Atlantic,0.5469,0.4909,0.603,412,0,N,infection-induced,NA,NA
CCAHS,NB,6/28/2022,Atlantic,0.5401,0.4916,0.5886,437,0,N,infection-induced,NA,NA
ANTE,NL,9/2/2020,Atlantic,0,0,NA,200,1,N,infection-induced,NA,1
ANTE,NL,11/25/2020,Atlantic,0.0024,NA,NA,200,1,N,infection-induced,NA,1
CBS,NL,6/14/2020,Atlantic,0.0044,4.00E-04,0.0084,1087,0,N,infection-induced,1,1
CBS,NL,10/21/2020,Atlantic,6.00E-04,0,0.0052,441,0,N,infection-induced,1,1
CBS,NL,11/16/2020,Atlantic,0.0095,0,0.0209,427,0,N,infection-induced,1,1
CBS,NL,12/16/2020,Atlantic,0.0019,0,0.0076,271,0,N,infection-induced,1,1
CBS,NL,1/14/2021,Atlantic,0,0,0.0028,474,0,N,infection-induced,1,1
CBS,NL,3/6/2021,Atlantic,0.001,0,0.0069,322,0,N,infection-induced,1,1
CBS,NL,4/21/2021,Atlantic,0.0088,0,0.0198,432,0,N,infection-induced,1,1
CBS,NL,5/28/2021,Atlantic,0.005,0,0.0141,258,0,N,infection-induced,1,1
CBS,NL,6/21/2021,Atlantic,6.00E-04,0,0.0062,243,0,N,infection-induced,1,1
CBS,NL,7/18/2021,Atlantic,0.0154,0,0.0354,176,0,N,infection-induced,1,1
CBS,NL,8/20/2021,Atlantic,0,0,0,135,0,N,infection-induced,1,1
CBS,NL,9/19/2021,Atlantic,0,0,0,320,0,N,infection-induced,1,1
CBS,NL,10/18/2021,Atlantic,0,0,0,163,0,N,infection-induced,1,1
CBS,NL,11/18/2021,Atlantic,0.0063,0,0.0197,232,0,N,infection-induced,1,1
CBS,NL,12/22/2021,Atlantic,0.0096,0,0.0212,136,0,N,infection-induced,1,1
CBS,NL,1/4/2022,Atlantic,0,0,NA,164,0,N,infection-induced,1,1
CBS,NL,1/12/2022,Atlantic,0.0148,0,0.0402,117,0,N,infection-induced,1,1
CBS,NL,1/20/2022,Atlantic,0.0044,0,0.0169,161,0,N,infection-induced,1,1
CBS,NL,1/28/2022,Atlantic,0.0618,0.0182,0.1054,97,0,N,infection-induced,1,1
CBS,NL,2/4/2022,Atlantic,0.1187,0,0.2788,15,0,N,infection-induced,1,1
CBS,NL,2/11/2022,Atlantic,0.0501,0.0202,0.0799,186,0,N,infection-induced,1,1
CBS,NL,2/18/2022,Atlantic,0.1022,0.0485,0.1559,89,0,N,infection-induced,1,1
CBS,NL,2/25/2022,Atlantic,0.0724,0.0294,0.1155,127,0,N,infection-induced,1,1
CBS,NL,3/4/2022,Atlantic,0.0166,0,0.0553,38,0,N,infection-induced,1,1
CBS,NL,3/11/2022,Atlantic,0.0735,0.0345,0.1124,110,0,N,infection-induced,1,1
CBS,NL,3/19/2022,Atlantic,0.0135,0,0.2649,57,0,N,infection-induced,1,1
CBS,NL,3/27/2022,Atlantic,0.0919,0.0309,0.153,57,0,N,infection-induced,1,1
CBS,NL,4/4/2022,Atlantic,0.2261,0.1518,0.3004,95,0,N,infection-induced,1,1
CBS,NL,4/11/2022,Atlantic,0.2462,0.1799,0.3125,120,0,N,infection-induced,1,1
CBS,NL,4/20/2022,Atlantic,0.307,0.2467,0.3672,197,0,N,infection-induced,1,1
CBS,NL,4/27/2022,Atlantic,0.3182,0.2365,0.3999,111,0,N,infection-induced,1,1
CBS,NL,5/4/2022,Atlantic,0.3338,0.2641,0.4035,157,0,N,infection-induced,1,1
CBS,NL,5/11/2022,Atlantic,0.334,0.2546,0.4135,125,0,N,infection-induced,1,1
CBS,NL,5/20/2022,Atlantic,0.3633,0.2495,0.4772,53,0,N,infection-induced,1,1
CBS,NL,5/28/2022,Atlantic,0.2576,0.1744,0.3407,69,0,N,infection-induced,1,1
CBS,NL,6/4/2022,Atlantic,0.4075,0.3088,0.4966,59,0,N,infection-induced,1,1
CBS,NL,6/11/2022,Atlantic,0.4798,0.4193,0.5402,156,0,N,infection-induced,1,1
CBS,NL,6/20/2022,Atlantic,0.4493,0.367,0.5315,89,0,N,infection-induced,1,1
CBS,NL,6/27/2022,Atlantic,0.4457,0.3611,0.5304,83,0,N,infection-induced,1,1
CBS,NL,7/4/2022,Atlantic,0.5527,0.4564,0.649,67,0,N,infection-induced,1,1
CBS,NL,7/12/2022,Atlantic,0.5409,0.4564,0.649,203,0,N,infection-induced,1,1
CBS,NL,7/20/2022,Atlantic,0.5037,0.4194,0.588,97,0,N,infection-induced,1,1
CBS,NL,7/28/2022,Atlantic,0.615,0.5065,0.7234,49,0,N,infection-induced,1,1
CBS,NL,8/4/2022,Atlantic,0.6117,0.508,0.7153,59,0,N,infection-induced,1,1
CBS,NL,8/12/2022,Atlantic,0.7355,0.6663,0.8047,110,0,N,infection-induced,1,1
CBS,NL,8/20/2022,Atlantic,0.5971,0.5361,0.6582,59,0,N,infection-induced,1,1
CBS,NL,8/28/2022,Atlantic,0.5968,0.5295,0.664,144,0,N,infection-induced,1,1
CBS,NL,9/4/2022,Atlantic,0.659,0.5608,0.7572,73,0,N,infection-induced,1,1
CBS,NL,9/11/2022,Atlantic,0.5837,0.5092,0.6583,132,0,N,infection-induced,1,1
CBS,NL,9/20/2022,Atlantic,0.6053,0.5268,0.6837,120,0,N,infection-induced,1,1
CBS,NL,9/27/2022,Atlantic,0.6529,0.6046,0.7599,109,0,N,infection-induced,1,1
CBS,NL,10/4/2022,Atlantic,0.7017,0.6412,0.7623,121,0,N,infection-induced,1,1
CBS,NL,10/11/2022,Atlantic,0.7776,0.6872,0.8681,45,0,N,infection-induced,1,1
CBS,NL,10/20/2022,Atlantic,0.6527,0.5969,0.7085,214,0,N,infection-induced,1,1
CBS,NL,10/28/2022,Atlantic,0.6089,0.6872,0.7043,78,0,N,infection-induced,1,1
CBS,NL,11/4/2022,Atlantic,0.6858,0.6223,0.7494,92,0,N,infection-induced,1,1
CBS,NL,11/11/2022,Atlantic,0.6938,0.6809,0.7067,4489,0,N,infection-induced,1,1
